,part_id,word,reaction_time,slider_order,energy,complexity,movement,replication,communication,monitoring,reaction,variety,mistakes,learning,goal_setting,freewill,agency,goal_directedness,cluster
401,7039234.0,rock,97010.0,5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
402,7039234.0,virtual_assistant,93672.0,5,100.0,81.0,1.0,0.0,47.0,61.0,55.0,95.0,74.0,94.0,4.0,14.0,0.0,4.0,2.0
403,7039234.0,wristwatch,110133.0,5,47.0,22.0,0.0,0.0,0.0,0.0,12.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0
404,7039234.0,car,59036.0,5,100.0,89.0,22.0,1.0,11.0,0.0,48.0,8.0,83.0,0.0,0.0,0.0,0.0,0.0,3.0
405,7039234.0,artificial_intelligence,137354.0,5,93.0,98.0,100.0,11.0,89.0,90.0,100.0,100.0,55.0,100.0,51.0,33.0,14.0,30.0,2.0
406,7039234.0,robot,107761.0,5,100.0,100.0,100.0,0.0,61.0,21.0,49.0,89.0,88.0,50.0,16.0,3.0,51.0,51.0,2.0
407,7039234.0,chicken,125678.0,5,100.0,49.0,84.0,100.0,5.0,19.0,31.0,11.0,98.0,24.0,11.0,5.0,0.0,26.0,0.0
408,7039234.0,thermostat,45734.0,5,86.0,20.0,0.0,0.0,15.0,0.0,70.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,3.0
409,7039234.0,robot_vacuum_cleaner,193799.0,5,73.0,32.0,70.0,0.0,7.0,25.0,36.0,11.0,100.0,26.0,0.0,0.0,0.0,0.0,3.0
410,7039234.0,biological_virus,93079.0,5,50.0,6.0,6.0,100.0,17.0,69.0,70.0,14.0,51.0,36.0,3.0,6.0,4.0,4.0,4.0
411,7039234.0,chimpanzee,33995.0,5,100.0,72.0,100.0,100.0,50.0,61.0,84.0,64.0,100.0,89.0,23.0,30.0,15.0,51.0,5.0
412,7039234.0,tree,57189.0,5,69.0,34.0,0.0,40.0,7.0,0.0,78.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
413,7039234.0,smartphone,35246.0,5,72.0,83.0,0.0,0.0,73.0,0.0,34.0,75.0,75.0,6.0,0.0,0.0,0.0,0.0,2.0
414,7039234.0,autonomous_car,37385.0,5,100.0,93.0,56.0,0.0,58.0,48.0,67.0,42.0,74.0,58.0,3.0,3.0,0.0,0.0,2.0
415,7039234.0,computer,70838.0,5,84.0,95.0,0.0,0.0,47.0,30.0,30.0,97.0,81.0,41.0,1.0,0.0,0.0,0.0,2.0
416,7039234.0,computer_virus,42849.0,5,6.0,14.0,12.0,47.0,14.0,0.0,12.0,11.0,49.0,6.0,0.0,0.0,0.0,0.0,4.0
417,7039234.0,hammer,72259.0,5,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
418,7039234.0,dolphin,32403.0,5,100.0,76.0,100.0,100.0,27.0,49.0,60.0,23.0,100.0,57.0,28.0,29.0,0.0,24.0,5.0
419,7039234.0,jelly_fish,42853.0,5,48.0,9.0,26.0,68.0,0.0,12.0,23.0,4.0,21.0,4.0,0.0,6.0,0.0,0.0,0.0
420,7039270.0,rock,55506.59999999404,5,0.0,28.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
421,7039270.0,human,152083.0,5,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0
422,7039270.0,autonomous_car,51644.40000000596,5,100.0,100.0,49.0,0.0,32.0,34.0,50.0,84.0,78.0,81.0,0.0,0.0,83.0,56.0,2.0
423,7039270.0,computer,61553.10000002384,5,100.0,100.0,0.0,0.0,74.0,36.0,0.0,100.0,50.0,28.0,0.0,0.0,21.0,25.0,2.0
424,7039270.0,wristwatch,112714.0,5,25.0,100.0,79.0,0.0,86.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0
425,7039270.0,chicken,116494.40000000596,5,85.0,70.0,100.0,100.0,81.0,0.0,88.0,68.0,82.0,81.0,0.0,88.0,89.0,59.0,0.0
426,7039270.0,artificial_intelligence,25589.39999997616,5,83.0,88.0,44.0,50.0,96.0,100.0,62.0,88.0,78.0,100.0,0.0,0.0,85.0,92.0,2.0
427,7039270.0,computer_virus,25432.79999998212,5,49.0,94.0,90.0,93.0,56.0,51.0,53.0,93.0,30.0,49.0,0.0,0.0,91.0,0.0,4.0
428,7039270.0,biological_virus,93312.09999999404,5,52.0,91.0,92.0,100.0,5.0,0.0,100.0,93.0,0.0,0.0,0.0,87.0,93.0,0.0,4.0
429,7039270.0,car,23310.70000001788,5,100.0,100.0,100.0,0.0,10.0,0.0,89.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
430,7039270.0,dolphin,24477.40000000596,5,95.0,93.0,100.0,100.0,100.0,0.0,100.0,90.0,100.0,100.0,0.0,100.0,71.0,0.0,5.0
431,7039270.0,robot,30821.0,5,100.0,100.0,73.0,0.0,68.0,93.0,94.0,98.0,100.0,50.0,24.0,0.0,94.0,90.0,2.0
432,7039270.0,thermostat,130350.19999998808,5,50.0,50.0,71.0,0.0,93.0,84.0,100.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
433,7039270.0,virtual_assistant,22548.5,5,100.0,91.0,0.0,82.0,100.0,100.0,100.0,100.0,54.0,18.0,0.0,0.0,52.0,0.0,2.0
434,7039270.0,smartphone,25225.69999998808,5,100.0,100.0,0.0,0.0,100.0,90.0,49.0,100.0,50.0,6.0,0.0,0.0,49.0,0.0,2.0
435,7039270.0,robot_vacuum_cleaner,21742.59999999404,5,100.0,100.0,100.0,0.0,0.0,82.0,100.0,55.0,74.0,0.0,0.0,0.0,81.0,49.0,3.0
436,7039270.0,jelly_fish,19379.19999998808,5,100.0,15.0,100.0,100.0,0.0,49.0,100.0,79.0,100.0,100.0,0.0,100.0,76.0,0.0,0.0
437,7039270.0,hammer,19519.30000001192,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
438,7039270.0,tree,21320.40000000596,5,18.0,61.0,0.0,100.0,0.0,12.0,100.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
439,7039270.0,chimpanzee,22758.29999998212,5,100.0,100.0,100.0,100.0,80.0,14.0,100.0,100.0,100.0,100.0,14.0,99.0,100.0,75.0,5.0
440,7039287.0,rock,48727.5,5,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
441,7039287.0,human,31016.59999999404,5,100.0,100.0,100.0,81.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,100.0,5.0
442,7039287.0,tree,39988.30000001192,5,79.0,65.0,24.0,58.0,4.0,4.0,84.0,22.0,22.0,29.0,0.0,0.0,0.0,13.0,4.0
443,7039287.0,dolphin,73116.30000001192,5,83.0,70.0,100.0,90.0,81.0,67.0,79.0,65.0,45.0,58.0,44.0,43.0,42.0,54.0,5.0
444,7039287.0,virtual_assistant,60520.19999998808,5,86.0,100.0,1.0,7.0,86.0,84.0,83.0,91.0,15.0,68.0,0.0,0.0,0.0,9.0,2.0
445,7039287.0,smartphone,28046.90000000596,5,90.0,100.0,0.0,6.0,62.0,63.0,64.0,84.0,0.0,60.0,0.0,0.0,0.0,12.0,2.0
446,7039287.0,artificial_intelligence,27680.29999998212,5,94.0,95.0,4.0,8.0,63.0,60.0,60.0,72.0,36.0,46.0,59.0,0.0,0.0,14.0,2.0
447,7039287.0,car,59865.59999999404,5,89.0,87.0,26.0,0.0,34.0,67.0,53.0,42.0,19.0,19.0,0.0,0.0,0.0,0.0,3.0
448,7039287.0,wristwatch,24149.10000002384,5,77.0,74.0,0.0,0.0,22.0,21.0,20.0,15.0,0.0,7.0,0.0,1.0,0.0,0.0,3.0
449,7039287.0,chicken,66036.20000001788,5,82.0,39.0,69.0,70.0,45.0,43.0,56.0,17.0,26.0,22.0,0.0,9.0,0.0,11.0,0.0
450,7039287.0,computer_virus,24315.19999998808,5,80.0,50.0,0.0,74.0,10.0,9.0,40.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
451,7039287.0,autonomous_car,22943.29999998212,5,85.0,91.0,90.0,5.0,76.0,73.0,72.0,70.0,40.0,46.0,0.0,0.0,0.0,9.0,2.0
452,7039287.0,thermostat,57689.40000000596,5,64.0,55.0,0.0,0.0,9.0,0.0,89.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
453,7039287.0,computer,27232.59999999404,5,89.0,100.0,9.0,10.0,81.0,81.0,80.0,80.0,53.0,62.0,15.0,0.0,6.0,68.0,2.0
454,7039287.0,jelly_fish,33513.59999999404,5,84.0,7.0,81.0,70.0,31.0,28.0,26.0,12.0,24.0,14.0,22.0,4.0,0.0,12.0,0.0
455,7039287.0,biological_virus,28403.0,5,84.0,4.0,70.0,70.0,25.0,25.0,40.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0
456,7039287.0,chimpanzee,26451.80000001192,5,86.0,71.0,82.0,62.0,69.0,60.0,62.0,61.0,59.0,62.0,31.0,15.0,15.0,34.0,5.0
457,7039287.0,hammer,22786.59999999404,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
458,7039287.0,robot_vacuum_cleaner,28353.0,5,80.0,80.0,36.0,5.0,56.0,55.0,72.0,48.0,29.0,17.0,0.0,0.0,0.0,38.0,3.0
459,7039287.0,robot,24374.19999998808,5,81.0,81.0,26.0,7.0,61.0,58.0,58.0,65.0,32.0,41.0,4.0,5.0,7.0,33.0,2.0
460,7039292.0,rock,39657.69999992848,5,5.0,72.0,0.0,0.0,1.0,1.0,99.0,35.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
461,7039292.0,human,37745.79999995232,5,98.0,98.0,97.0,97.0,97.0,98.0,80.0,97.0,100.0,100.0,98.0,98.0,80.0,100.0,5.0
462,7039292.0,jelly_fish,31396.5,5,100.0,99.0,100.0,98.0,31.0,52.0,97.0,98.0,58.0,14.0,2.0,97.0,61.0,2.0,0.0
463,7039292.0,computer_virus,30974.10000002384,5,48.0,98.0,97.0,99.0,0.0,0.0,97.0,97.0,0.0,90.0,2.0,16.0,0.0,0.0,4.0
464,7039292.0,autonomous_car,44028.0,5,100.0,99.0,100.0,1.0,21.0,100.0,99.0,97.0,97.0,89.0,48.0,98.0,52.0,55.0,2.0
465,7039292.0,dolphin,27563.10000002384,5,100.0,100.0,100.0,97.0,99.0,97.0,49.0,98.0,93.0,98.0,25.0,99.0,32.0,23.0,5.0
466,7039292.0,wristwatch,34628.10000002384,5,100.0,100.0,100.0,2.0,99.0,1.0,0.0,58.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
467,7039292.0,smartphone,77843.10000002384,5,97.0,100.0,0.0,3.0,22.0,97.0,98.0,100.0,0.0,98.0,1.0,2.0,0.0,1.0,2.0
468,7039292.0,chicken,21678.700000047684,5,97.0,97.0,96.0,99.0,97.0,97.0,100.0,98.0,98.0,48.0,0.0,98.0,2.0,1.0,0.0
469,7039292.0,chimpanzee,49526.10000002384,5,99.0,98.0,98.0,98.0,96.0,97.0,99.0,100.0,98.0,100.0,1.0,99.0,52.0,2.0,5.0
470,7039292.0,virtual_assistant,26506.60000002384,5,99.0,98.0,1.0,3.0,97.0,12.0,3.0,98.0,97.0,97.0,0.0,3.0,1.0,3.0,2.0
471,7039292.0,thermostat,31242.700000047684,5,0.0,0.0,69.0,1.0,97.0,0.0,100.0,1.0,3.0,3.0,1.0,0.0,57.0,1.0,3.0
472,7039292.0,computer,28477.60000002384,5,99.0,100.0,30.0,0.0,98.0,92.0,100.0,98.0,74.0,88.0,0.0,0.0,3.0,2.0,2.0
473,7039292.0,artificial_intelligence,28230.200000047684,5,99.0,99.0,100.0,2.0,100.0,97.0,98.0,100.0,98.0,98.0,21.0,44.0,44.0,31.0,2.0
474,7039292.0,car,27141.79999995232,5,100.0,100.0,0.0,4.0,0.0,0.0,97.0,1.0,98.0,1.0,1.0,1.0,0.0,1.0,3.0
475,7039292.0,biological_virus,27356.0,5,93.0,99.0,96.0,96.0,12.0,54.0,97.0,99.0,92.0,90.0,2.0,60.0,4.0,2.0,4.0
476,7039292.0,robot,28683.39999997616,5,98.0,100.0,96.0,0.0,1.0,22.0,1.0,97.0,93.0,98.0,20.0,7.0,29.0,26.0,2.0
477,7039292.0,hammer,20426.5,5,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
478,7039292.0,robot_vacuum_cleaner,24390.39999997616,5,100.0,100.0,100.0,0.0,0.0,81.0,99.0,0.0,62.0,73.0,1.0,0.0,1.0,2.0,3.0
479,7039292.0,tree,23341.30000007153,5,62.0,100.0,0.0,98.0,1.0,1.0,98.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0
480,7039300.0,rock,63406.5,5,73.0,16.0,12.0,2.0,2.0,2.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
481,7039300.0,human,42639.79999995232,5,80.0,100.0,100.0,100.0,98.0,100.0,45.0,100.0,97.0,99.0,100.0,97.0,100.0,99.0,5.0
482,7039300.0,chimpanzee,70590.89999997616,5,71.0,47.0,98.0,99.0,93.0,35.0,83.0,98.0,98.0,99.0,41.0,78.0,10.0,69.0,5.0
483,7039300.0,computer,74298.0,5,100.0,85.0,0.0,0.0,99.0,2.0,51.0,59.0,61.0,0.0,0.0,0.0,1.0,2.0,2.0
484,7039300.0,robot,35660.19999998808,5,88.0,90.0,85.0,3.0,90.0,23.0,64.0,77.0,80.0,75.0,34.0,0.0,1.0,18.0,2.0
485,7039300.0,thermostat,312490.90000003576,5,91.0,13.0,0.0,2.0,16.0,0.0,80.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
486,7039300.0,jelly_fish,40580.5,5,12.0,11.0,100.0,100.0,34.0,11.0,84.0,18.0,11.0,21.0,7.0,55.0,10.0,29.0,0.0
487,7039300.0,tree,40424.59999996424,5,91.0,78.0,49.0,2.0,13.0,0.0,79.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,4.0
488,7039300.0,car,193349.90000003576,5,88.0,85.0,11.0,0.0,9.0,2.0,40.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
489,7039300.0,smartphone,27320.89999997616,5,75.0,75.0,0.0,0.0,18.0,0.0,1.0,58.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
490,7039300.0,wristwatch,48011.0,5,50.0,48.0,0.0,0.0,31.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
491,7039300.0,autonomous_car,23570.19999998808,5,82.0,78.0,68.0,0.0,14.0,0.0,22.0,53.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0
492,7039300.0,biological_virus,42011.5,5,86.0,42.0,74.0,74.0,68.0,6.0,82.0,29.0,0.0,57.0,4.0,0.0,3.0,4.0,4.0
493,7039300.0,dolphin,41049.69999998808,5,79.0,84.0,100.0,100.0,95.0,19.0,93.0,70.0,68.0,70.0,58.0,45.0,3.0,41.0,5.0
494,7039300.0,computer_virus,317413.10000002384,5,85.0,32.0,78.0,80.0,34.0,4.0,69.0,73.0,24.0,77.0,0.0,0.0,0.0,4.0,4.0
495,7039300.0,chicken,49186.90000003576,5,81.0,46.0,94.0,93.0,68.0,0.0,67.0,20.0,57.0,39.0,11.0,41.0,8.0,18.0,0.0
496,7039300.0,virtual_assistant,28789.89999997616,5,90.0,68.0,0.0,0.0,79.0,0.0,0.0,51.0,0.0,0.0,5.0,0.0,4.0,0.0,2.0
497,7039300.0,hammer,242301.69999998808,5,10.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
498,7039300.0,robot_vacuum_cleaner,37008.0,5,77.0,28.0,62.0,0.0,0.0,1.0,25.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
499,7039300.0,artificial_intelligence,27982.80000001192,5,72.0,66.0,38.0,0.0,75.0,15.0,61.0,51.0,47.0,40.0,41.0,7.0,0.0,42.0,2.0
500,7039311.0,human,98514.5,5,100.0,100.0,97.0,99.0,100.0,100.0,99.0,100.0,99.0,100.0,99.0,100.0,100.0,100.0,5.0
501,7039311.0,rock,33499.89999997616,5,70.0,88.0,0.0,44.0,0.0,0.0,97.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
502,7039311.0,wristwatch,32025.700000047684,5,100.0,100.0,100.0,0.0,100.0,0.0,0.0,68.0,94.0,0.0,0.0,0.0,0.0,0.0,3.0
503,7039311.0,computer_virus,26559.700000047684,5,100.0,100.0,100.0,97.0,94.0,81.0,79.0,98.0,94.0,0.0,71.0,26.0,67.0,2.0,4.0
504,7039311.0,artificial_intelligence,27522.79999995232,5,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,0.0,44.0,86.0,2.0
505,7039311.0,jelly_fish,33726.199999928474,5,100.0,100.0,100.0,100.0,96.0,100.0,100.0,100.0,100.0,80.0,72.0,100.0,46.0,0.0,0.0
506,7039311.0,autonomous_car,32980.10000002384,5,100.0,100.0,100.0,0.0,86.0,96.0,97.0,100.0,100.0,79.0,100.0,0.0,60.0,82.0,2.0
507,7039311.0,biological_virus,28531.200000047684,5,100.0,100.0,100.0,100.0,0.0,0.0,97.0,86.0,100.0,0.0,0.0,92.0,44.0,0.0,4.0
508,7039311.0,smartphone,28721.80000007153,5,100.0,100.0,0.0,0.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,0.0,45.0,86.0,2.0
509,7039311.0,car,40152.5,5,100.0,100.0,29.0,2.0,56.0,50.0,74.0,81.0,100.0,0.0,44.0,0.0,0.0,0.0,3.0
510,7039311.0,chicken,94101.39999997616,5,100.0,100.0,100.0,100.0,100.0,88.0,100.0,88.0,82.0,91.0,62.0,100.0,44.0,39.0,0.0
511,7039311.0,chimpanzee,29187.0,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,45.0,100.0,5.0
512,7039311.0,computer,33919.29999995232,5,100.0,100.0,0.0,0.0,100.0,81.0,100.0,100.0,100.0,39.0,93.0,0.0,0.0,93.0,2.0
513,7039311.0,robot,28930.39999997616,5,100.0,99.0,100.0,1.0,100.0,96.0,100.0,97.0,100.0,100.0,84.0,0.0,0.0,100.0,2.0
514,7039311.0,dolphin,23049.0,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,5.0
515,7039311.0,tree,34832.0,5,100.0,100.0,63.0,100.0,75.0,0.0,100.0,49.0,0.0,19.0,0.0,100.0,50.0,0.0,4.0
516,7039311.0,robot_vacuum_cleaner,40753.10000002384,5,100.0,100.0,100.0,0.0,29.0,14.0,100.0,5.0,55.0,1.0,71.0,0.0,1.0,0.0,3.0
517,7039311.0,hammer,26885.0,5,100.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
518,7039311.0,thermostat,26206.60000002384,5,100.0,100.0,42.0,0.0,64.0,70.0,89.0,1.0,1.0,0.0,7.0,0.0,3.0,0.0,3.0
519,7039311.0,virtual_assistant,25946.60000002384,5,99.0,100.0,0.0,0.0,100.0,33.0,99.0,55.0,100.0,100.0,71.0,1.0,3.0,15.0,2.0
520,7039303.0,rock,78542.0,5,89.0,70.0,9.0,9.0,7.0,7.0,81.0,51.0,6.0,6.0,6.0,5.0,7.0,9.0,1.0
521,7039303.0,human,38668.0,5,75.0,75.0,75.0,74.0,89.0,87.0,82.0,59.0,90.0,90.0,91.0,63.0,65.0,85.0,5.0
522,7039303.0,artificial_intelligence,36874.0,5,87.0,89.0,87.0,46.0,90.0,45.0,87.0,89.0,50.0,89.0,41.0,42.0,43.0,78.0,2.0
523,7039303.0,wristwatch,38966.0,5,82.0,77.0,48.0,6.0,4.0,6.0,74.0,76.0,27.0,7.0,3.0,3.0,9.0,7.0,3.0
524,7039303.0,chimpanzee,34631.0,5,78.0,50.0,92.0,92.0,97.0,11.0,96.0,89.0,88.0,87.0,39.0,70.0,31.0,50.0,5.0
525,7039303.0,robot_vacuum_cleaner,38169.0,5,83.0,82.0,82.0,6.0,3.0,3.0,77.0,26.0,77.0,5.0,2.0,3.0,1.0,51.0,3.0
526,7039303.0,dolphin,37735.0,5,80.0,78.0,96.0,95.0,96.0,33.0,94.0,91.0,89.0,93.0,50.0,86.0,51.0,89.0,5.0
527,7039303.0,computer,33590.0,5,94.0,94.0,11.0,11.0,32.0,34.0,72.0,73.0,74.0,46.0,9.0,6.0,9.0,63.0,2.0
528,7039303.0,car,35944.0,5,90.0,90.0,8.0,5.0,5.0,6.0,48.0,82.0,83.0,8.0,2.0,2.0,3.0,38.0,3.0
529,7039303.0,biological_virus,36812.0,5,44.0,44.0,89.0,90.0,4.0,5.0,94.0,57.0,5.0,48.0,7.0,9.0,9.0,9.0,4.0
530,7039303.0,thermostat,28586.0,5,85.0,70.0,7.0,6.0,4.0,5.0,90.0,5.0,27.0,6.0,5.0,5.0,5.0,29.0,3.0
531,7039303.0,autonomous_car,31091.0,5,90.0,89.0,90.0,6.0,7.0,8.0,86.0,55.0,58.0,9.0,47.0,7.0,6.0,50.0,2.0
532,7039303.0,tree,37168.0,5,59.0,59.0,3.0,2.0,53.0,4.0,97.0,23.0,4.0,17.0,2.0,5.0,5.0,5.0,4.0
533,7039303.0,virtual_assistant,32581.0,5,85.0,83.0,4.0,3.0,81.0,18.0,83.0,82.0,85.0,55.0,10.0,3.0,6.0,40.0,2.0
534,7039303.0,robot,30168.0,5,93.0,89.0,89.0,5.0,90.0,50.0,83.0,82.0,81.0,67.0,24.0,3.0,32.0,65.0,2.0
535,7039303.0,computer_virus,39198.0,5,90.0,34.0,17.0,92.0,7.0,8.0,35.0,36.0,6.0,7.0,7.0,7.0,7.0,11.0,4.0
536,7039303.0,chicken,32030.0,5,50.0,4.0,95.0,94.0,81.0,3.0,83.0,53.0,55.0,79.0,26.0,11.0,0.0,27.0,0.0
537,7039303.0,hammer,31701.0,5,24.0,19.0,5.0,4.0,3.0,4.0,23.0,26.0,4.0,4.0,5.0,2.0,4.0,29.0,1.0
538,7039303.0,jelly_fish,34035.0,5,57.0,58.0,90.0,90.0,50.0,6.0,88.0,35.0,8.0,8.0,6.0,6.0,6.0,5.0,0.0
539,7039303.0,smartphone,50448.0,5,75.0,79.0,9.0,6.0,19.0,6.0,39.0,80.0,17.0,4.0,4.0,4.0,24.0,67.0,2.0
540,7039294.0,human,97015.79999995232,5,91.0,100.0,77.0,100.0,100.0,68.0,97.0,97.0,100.0,100.0,100.0,50.0,87.0,100.0,5.0
541,7039294.0,rock,71540.5,5,0.0,19.0,0.0,6.0,0.0,0.0,55.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
542,7039294.0,robot,156675.5,5,100.0,100.0,89.0,9.0,87.0,90.0,86.0,80.0,82.0,100.0,69.0,0.0,35.0,79.0,2.0
543,7039294.0,tree,93285.20000004768,5,100.0,74.0,0.0,100.0,37.0,43.0,92.0,34.0,30.0,19.0,11.0,0.0,17.0,0.0,4.0
544,7039294.0,thermostat,122692.5,5,82.0,63.0,0.0,0.0,51.0,30.0,65.0,13.0,4.0,0.0,0.0,0.0,0.0,43.0,3.0
545,7039294.0,chicken,149761.10000014305,5,100.0,62.0,90.0,100.0,74.0,33.0,90.0,58.0,78.0,80.0,17.0,15.0,39.0,45.0,0.0
546,7039294.0,jelly_fish,101126.09999990465,5,84.0,44.0,63.0,100.0,50.0,15.0,82.0,18.0,27.0,22.0,9.0,0.0,8.0,16.0,0.0
547,7039294.0,biological_virus,85103.19999980927,5,29.0,29.0,18.0,100.0,40.0,8.0,86.0,15.0,0.0,7.0,0.0,0.0,0.0,5.0,4.0
548,7039294.0,autonomous_car,90564.0,5,100.0,85.0,85.0,0.0,23.0,71.0,75.0,16.0,63.0,64.0,0.0,0.0,0.0,74.0,2.0
549,7039294.0,artificial_intelligence,105681.5,5,92.0,92.0,13.0,0.0,93.0,60.0,77.0,87.0,93.0,96.0,50.0,6.0,20.0,87.0,2.0
550,7039294.0,dolphin,98733.29999995232,5,100.0,88.0,100.0,100.0,77.0,38.0,100.0,69.0,78.0,83.0,49.0,17.0,48.0,58.0,5.0
551,7039294.0,wristwatch,63849.29999995232,5,87.0,100.0,14.0,0.0,18.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
552,7039294.0,computer_virus,69460.79999995232,5,69.0,72.0,16.0,0.0,0.0,0.0,47.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
553,7039294.0,smartphone,83414.10000014305,5,94.0,92.0,16.0,0.0,40.0,67.0,21.0,41.0,23.0,0.0,0.0,0.0,0.0,26.0,2.0
554,7039294.0,virtual_assistant,66821.20000004768,5,95.0,93.0,0.0,0.0,34.0,11.0,63.0,31.0,50.0,24.0,0.0,0.0,0.0,29.0,2.0
555,7039294.0,robot_vacuum_cleaner,66936.5,5,100.0,95.0,24.0,0.0,12.0,50.0,66.0,7.0,58.0,57.0,0.0,0.0,0.0,9.0,3.0
556,7039294.0,chimpanzee,85270.0,5,97.0,100.0,100.0,100.0,86.0,41.0,85.0,61.0,80.0,84.0,69.0,36.0,56.0,71.0,5.0
557,7039294.0,hammer,40687.59999990463,5,29.0,11.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
558,7039294.0,car,64981.79999995232,5,100.0,96.0,13.0,0.0,21.0,24.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
559,7039294.0,computer,120971.0,5,100.0,100.0,0.0,0.0,74.0,84.0,11.0,86.0,90.0,14.0,34.0,0.0,0.0,88.0,2.0
560,7039309.0,rock,202764.0,5,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
561,7039309.0,human,99665.0,5,95.0,97.0,95.0,88.0,100.0,97.0,100.0,96.0,100.0,99.0,100.0,96.0,96.0,97.0,5.0
562,7039309.0,biological_virus,1830010.0,5,100.0,88.0,43.0,100.0,18.0,63.0,72.0,30.0,49.0,64.0,46.0,47.0,0.0,51.0,4.0
563,7039309.0,virtual_assistant,45445.0,5,93.0,81.0,0.0,0.0,73.0,61.0,49.0,86.0,84.0,94.0,4.0,0.0,17.0,41.0,2.0
564,7039309.0,smartphone,50010.0,5,96.0,97.0,2.0,0.0,54.0,78.0,66.0,87.0,69.0,57.0,24.0,5.0,13.0,17.0,2.0
565,7039309.0,computer,48825.0,5,97.0,88.0,0.0,0.0,59.0,58.0,54.0,98.0,66.0,48.0,4.0,0.0,8.0,11.0,2.0
566,7039309.0,computer_virus,56471.0,5,93.0,4.0,0.0,100.0,60.0,77.0,89.0,60.0,56.0,42.0,28.0,8.0,7.0,17.0,4.0
567,7039309.0,jelly_fish,51983.0,5,80.0,37.0,67.0,88.0,29.0,70.0,72.0,26.0,75.0,45.0,75.0,68.0,51.0,49.0,0.0
568,7039309.0,thermostat,41495.0,5,6.0,9.0,0.0,0.0,0.0,0.0,100.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0
569,7039309.0,artificial_intelligence,55671.0,5,98.0,80.0,30.0,77.0,100.0,100.0,100.0,100.0,95.0,100.0,93.0,45.0,44.0,46.0,2.0
