part_id,word,robot,rock,artificial_intelligence,chimpanzee,jelly_fish,virus,human,god,autonomous_car,computer
6265201.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265201.0,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6265201.0,autonomous_car,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0
6265201.0,computer,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
6265213.0,robot,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6265213.0,rock,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6265213.0,artificial_intelligence,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6265213.0,chimpanzee,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0
6265213.0,jelly_fish,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,0.0
6265213.0,virus,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0
6265213.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
6265213.0,god,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6265213.0,autonomous_car,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
6265213.0,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6265212.0,robot,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6265212.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265212.0,artificial_intelligence,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6265212.0,chimpanzee,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0
6265212.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0
6265212.0,virus,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0
6265212.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265212.0,god,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0
6265212.0,autonomous_car,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
6265212.0,computer,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
6265215.0,robot,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6265215.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265215.0,artificial_intelligence,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6265215.0,chimpanzee,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
6265215.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265215.0,virus,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0
6265215.0,human,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0
6265215.0,god,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0
6265215.0,autonomous_car,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0
6265215.0,computer,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
6265209.0,robot,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6265209.0,rock,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
6265209.0,artificial_intelligence,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6265209.0,chimpanzee,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
6265209.0,jelly_fish,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265209.0,virus,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
6265209.0,human,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0
6265209.0,god,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0
6265209.0,autonomous_car,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0
6265209.0,computer,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
6265198.0,robot,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6265198.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265198.0,artificial_intelligence,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0
6265198.0,chimpanzee,1.0,0.0,1.0,,0.0,0.0,1.0,0.0,1.0,1.0
6265198.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0
6265198.0,virus,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0
6265198.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
6265198.0,god,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6265198.0,autonomous_car,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,1.0
6265198.0,computer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
6265218.0,robot,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
6265218.0,rock,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
6265218.0,artificial_intelligence,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0
6265218.0,chimpanzee,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0
6265218.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0
6265218.0,virus,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6265218.0,human,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0
6265218.0,god,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0
6265218.0,autonomous_car,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
6265218.0,computer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
6265220.0,robot,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6265220.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6265220.0,artificial_intelligence,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6265220.0,chimpanzee,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0
6265220.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0
6265220.0,virus,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0
6265220.0,human,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265220.0,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6265220.0,autonomous_car,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,1.0
6265220.0,computer,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
6265225.0,robot,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6265225.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265225.0,artificial_intelligence,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6265225.0,chimpanzee,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0
6265225.0,jelly_fish,1.0,0.0,1.0,1.0,,0.0,1.0,0.0,1.0,1.0
6265225.0,virus,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0
6265225.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265225.0,god,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6265225.0,autonomous_car,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,1.0
6265225.0,computer,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
6265222.0,robot,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6265222.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265222.0,artificial_intelligence,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6265222.0,chimpanzee,1.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0
6265222.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265222.0,virus,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6265222.0,human,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
6265222.0,god,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0
6265222.0,autonomous_car,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0
6265222.0,computer,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,
6265227.0,robot,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6265227.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265227.0,artificial_intelligence,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6265227.0,chimpanzee,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
6265227.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265227.0,virus,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0
6265227.0,human,1.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,1.0
6265227.0,god,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,1.0
6265227.0,autonomous_car,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0
6265227.0,computer,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
6265208.0,robot,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
6265208.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265208.0,artificial_intelligence,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6265208.0,chimpanzee,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0
6265208.0,jelly_fish,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0
6265208.0,virus,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
6265208.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265208.0,god,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0
6265208.0,autonomous_car,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0
6265208.0,computer,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,
6265233.0,robot,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
6265233.0,rock,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265233.0,artificial_intelligence,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0
6265233.0,chimpanzee,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0
6265233.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0
6265233.0,virus,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
6265233.0,human,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
6265233.0,god,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0
6265233.0,autonomous_car,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0
6265233.0,computer,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,
6265239.0,robot,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6265239.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265239.0,artificial_intelligence,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6265239.0,chimpanzee,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,1.0
6265239.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0
6265239.0,virus,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0
6265239.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
6265239.0,god,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6265239.0,autonomous_car,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0
6265239.0,computer,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
6265238.0,robot,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6265238.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6265238.0,artificial_intelligence,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6265238.0,chimpanzee,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0
6265238.0,jelly_fish,1.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,1.0
6265238.0,virus,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0
6265238.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265238.0,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6265238.0,autonomous_car,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
6265238.0,computer,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
6265236.0,robot,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6265236.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265236.0,artificial_intelligence,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0
6265236.0,chimpanzee,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0
6265236.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265236.0,virus,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0
6265236.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265236.0,god,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0
6265236.0,autonomous_car,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0
6265236.0,computer,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,
6265241.0,robot,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6265241.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265241.0,artificial_intelligence,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6265241.0,chimpanzee,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0
6265241.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265241.0,virus,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0
6265241.0,human,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0
6265241.0,god,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6265241.0,autonomous_car,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0
6265241.0,computer,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
6265251.0,robot,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
6265251.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
6265251.0,artificial_intelligence,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6265251.0,chimpanzee,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0
6265251.0,jelly_fish,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0
6265251.0,virus,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0
6265251.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265251.0,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6265251.0,autonomous_car,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
6265251.0,computer,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
6265253.0,robot,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
6265253.0,rock,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6265253.0,artificial_intelligence,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6265253.0,chimpanzee,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0
6265253.0,jelly_fish,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265253.0,virus,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0
6265253.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
6265253.0,god,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
6265253.0,autonomous_car,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0
6265253.0,computer,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,
6265244.0,robot,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6265244.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265244.0,artificial_intelligence,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6265244.0,chimpanzee,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0
6265244.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265244.0,virus,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0
6265244.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265244.0,god,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
6265244.0,autonomous_car,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,1.0
6265244.0,computer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
6265257.0,robot,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
6265257.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6265257.0,artificial_intelligence,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6265257.0,chimpanzee,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0
6265257.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0
6265257.0,virus,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0
6265257.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265257.0,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6265257.0,autonomous_car,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,1.0
6265257.0,computer,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
6265256.0,robot,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6265256.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265256.0,artificial_intelligence,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6265256.0,chimpanzee,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0
6265256.0,jelly_fish,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0
6265256.0,virus,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0
6265256.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265256.0,god,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6265256.0,autonomous_car,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
6265256.0,computer,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
6265250.0,robot,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6265250.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265250.0,artificial_intelligence,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6265250.0,chimpanzee,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,1.0
6265250.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265250.0,virus,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0
6265250.0,human,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265250.0,god,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0
6265250.0,autonomous_car,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0
6265250.0,computer,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
6265260.0,robot,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
6265260.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265260.0,artificial_intelligence,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6265260.0,chimpanzee,1.0,0.0,1.0,,0.0,0.0,1.0,0.0,1.0,1.0
6265260.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265260.0,virus,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0
6265260.0,human,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265260.0,god,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
6265260.0,autonomous_car,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0
6265260.0,computer,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
6265266.0,robot,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6265266.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6265266.0,artificial_intelligence,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6265266.0,chimpanzee,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0
6265266.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0
6265266.0,virus,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0
6265266.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6265266.0,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6265266.0,autonomous_car,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,1.0
6265266.0,computer,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
6265223.0,robot,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6265223.0,rock,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6265223.0,artificial_intelligence,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6265223.0,chimpanzee,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0
6265223.0,jelly_fish,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265223.0,virus,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0
6265223.0,human,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
6265223.0,god,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6265223.0,autonomous_car,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0
6265223.0,computer,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
6265262.0,robot,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6265262.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6265262.0,artificial_intelligence,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6265262.0,chimpanzee,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0
6265262.0,jelly_fish,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6265262.0,virus,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0
6265262.0,human,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0
6265262.0,god,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
6265262.0,autonomous_car,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0
6265262.0,computer,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
6265243.0,robot,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
6265243.0,rock,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
