part_id,word,chimpanzee,jelly_fish,autonomous_car,virus,human,robot,rock,artificial_intelligence,god,computer
61133b44c0f877a21f27c3ee,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
61133b44c0f877a21f27c3ee,god,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0
61133b44c0f877a21f27c3ee,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
61088dc29d639b015d4cd918,chimpanzee,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61088dc29d639b015d4cd918,jelly_fish,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61088dc29d639b015d4cd918,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61088dc29d639b015d4cd918,virus,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
61088dc29d639b015d4cd918,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
61088dc29d639b015d4cd918,robot,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
61088dc29d639b015d4cd918,rock,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
61088dc29d639b015d4cd918,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
61088dc29d639b015d4cd918,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
61088dc29d639b015d4cd918,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6175b756491e339b289ca959,chimpanzee,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6175b756491e339b289ca959,jelly_fish,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6175b756491e339b289ca959,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6175b756491e339b289ca959,virus,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
6175b756491e339b289ca959,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6175b756491e339b289ca959,robot,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
6175b756491e339b289ca959,rock,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0
6175b756491e339b289ca959,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6175b756491e339b289ca959,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
6175b756491e339b289ca959,computer,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
60ad33772c5d282d6a2021e8,chimpanzee,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
60ad33772c5d282d6a2021e8,jelly_fish,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
60ad33772c5d282d6a2021e8,autonomous_car,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60ad33772c5d282d6a2021e8,virus,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
60ad33772c5d282d6a2021e8,human,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0
60ad33772c5d282d6a2021e8,robot,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0
60ad33772c5d282d6a2021e8,rock,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0
60ad33772c5d282d6a2021e8,artificial_intelligence,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0
60ad33772c5d282d6a2021e8,god,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0
60ad33772c5d282d6a2021e8,computer,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
5d42a9f671d697001af667fc,chimpanzee,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
5d42a9f671d697001af667fc,jelly_fish,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5d42a9f671d697001af667fc,autonomous_car,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5d42a9f671d697001af667fc,virus,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0
5d42a9f671d697001af667fc,human,1.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,0.0
5d42a9f671d697001af667fc,robot,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0
5d42a9f671d697001af667fc,rock,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
5d42a9f671d697001af667fc,artificial_intelligence,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0
5d42a9f671d697001af667fc,god,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0
5d42a9f671d697001af667fc,computer,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,
613a639002c088d7e68b80a9,chimpanzee,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
613a639002c088d7e68b80a9,jelly_fish,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
613a639002c088d7e68b80a9,autonomous_car,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0
613a639002c088d7e68b80a9,virus,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0
613a639002c088d7e68b80a9,human,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0
613a639002c088d7e68b80a9,robot,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0
613a639002c088d7e68b80a9,rock,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0
613a639002c088d7e68b80a9,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0
613a639002c088d7e68b80a9,god,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0
613a639002c088d7e68b80a9,computer,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,
5ed91f1e9c985546085a116f,chimpanzee,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
5ed91f1e9c985546085a116f,jelly_fish,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5ed91f1e9c985546085a116f,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0
5ed91f1e9c985546085a116f,virus,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0
5ed91f1e9c985546085a116f,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0
5ed91f1e9c985546085a116f,robot,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0
5ed91f1e9c985546085a116f,rock,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
5ed91f1e9c985546085a116f,artificial_intelligence,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0
5ed91f1e9c985546085a116f,god,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0
5ed91f1e9c985546085a116f,computer,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,
6131cf33d4b5c450b104ca9e,chimpanzee,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
6131cf33d4b5c450b104ca9e,jelly_fish,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6131cf33d4b5c450b104ca9e,autonomous_car,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0
6131cf33d4b5c450b104ca9e,virus,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0
6131cf33d4b5c450b104ca9e,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6131cf33d4b5c450b104ca9e,robot,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0
6131cf33d4b5c450b104ca9e,rock,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0
6131cf33d4b5c450b104ca9e,artificial_intelligence,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0
6131cf33d4b5c450b104ca9e,god,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0
6131cf33d4b5c450b104ca9e,computer,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
6141bdf9ebdc730adcc8d332,chimpanzee,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6141bdf9ebdc730adcc8d332,jelly_fish,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6141bdf9ebdc730adcc8d332,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0
6141bdf9ebdc730adcc8d332,virus,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
6141bdf9ebdc730adcc8d332,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6141bdf9ebdc730adcc8d332,robot,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
6141bdf9ebdc730adcc8d332,rock,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
6141bdf9ebdc730adcc8d332,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6141bdf9ebdc730adcc8d332,god,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0
6141bdf9ebdc730adcc8d332,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5ebc6f18c323480b94409c78,chimpanzee,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5ebc6f18c323480b94409c78,jelly_fish,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5ebc6f18c323480b94409c78,autonomous_car,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0
5ebc6f18c323480b94409c78,virus,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
5ebc6f18c323480b94409c78,human,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0
5ebc6f18c323480b94409c78,robot,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0
5ebc6f18c323480b94409c78,rock,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0
5ebc6f18c323480b94409c78,artificial_intelligence,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0
5ebc6f18c323480b94409c78,god,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0
5ebc6f18c323480b94409c78,computer,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,
613eba54614a8826b829b734,chimpanzee,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
613eba54614a8826b829b734,jelly_fish,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
613eba54614a8826b829b734,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
613eba54614a8826b829b734,virus,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0
613eba54614a8826b829b734,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
613eba54614a8826b829b734,robot,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
613eba54614a8826b829b734,rock,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
613eba54614a8826b829b734,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
613eba54614a8826b829b734,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
613eba54614a8826b829b734,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
601f3d6a08d6ec47b04ca28a,chimpanzee,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
601f3d6a08d6ec47b04ca28a,jelly_fish,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
601f3d6a08d6ec47b04ca28a,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
601f3d6a08d6ec47b04ca28a,virus,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
601f3d6a08d6ec47b04ca28a,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
601f3d6a08d6ec47b04ca28a,robot,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
601f3d6a08d6ec47b04ca28a,rock,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0
601f3d6a08d6ec47b04ca28a,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
601f3d6a08d6ec47b04ca28a,god,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0
601f3d6a08d6ec47b04ca28a,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
611ae4c41ac95c70c7d2e67b,chimpanzee,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
611ae4c41ac95c70c7d2e67b,jelly_fish,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
611ae4c41ac95c70c7d2e67b,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0
611ae4c41ac95c70c7d2e67b,virus,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0
611ae4c41ac95c70c7d2e67b,human,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0
611ae4c41ac95c70c7d2e67b,robot,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0
611ae4c41ac95c70c7d2e67b,rock,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0
611ae4c41ac95c70c7d2e67b,artificial_intelligence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
611ae4c41ac95c70c7d2e67b,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
611ae4c41ac95c70c7d2e67b,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
5c38642b1ede2b0001156a1b,chimpanzee,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5c38642b1ede2b0001156a1b,jelly_fish,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5c38642b1ede2b0001156a1b,autonomous_car,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5c38642b1ede2b0001156a1b,virus,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
5c38642b1ede2b0001156a1b,human,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
5c38642b1ede2b0001156a1b,robot,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0
5c38642b1ede2b0001156a1b,rock,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
5c38642b1ede2b0001156a1b,artificial_intelligence,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0
5c38642b1ede2b0001156a1b,god,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
5c38642b1ede2b0001156a1b,computer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
6163f0438cdf8e3d44667f2f,chimpanzee,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6163f0438cdf8e3d44667f2f,jelly_fish,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6163f0438cdf8e3d44667f2f,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6163f0438cdf8e3d44667f2f,virus,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
6163f0438cdf8e3d44667f2f,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
6163f0438cdf8e3d44667f2f,robot,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0
6163f0438cdf8e3d44667f2f,rock,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0
6163f0438cdf8e3d44667f2f,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
6163f0438cdf8e3d44667f2f,god,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0
6163f0438cdf8e3d44667f2f,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
60f56f0103876eae7c0d870f,chimpanzee,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60f56f0103876eae7c0d870f,jelly_fish,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60f56f0103876eae7c0d870f,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60f56f0103876eae7c0d870f,virus,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
60f56f0103876eae7c0d870f,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
60f56f0103876eae7c0d870f,robot,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
60f56f0103876eae7c0d870f,rock,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
60f56f0103876eae7c0d870f,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
60f56f0103876eae7c0d870f,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
60f56f0103876eae7c0d870f,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6166ef334de9e433e83bfb79,chimpanzee,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6166ef334de9e433e83bfb79,jelly_fish,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6166ef334de9e433e83bfb79,autonomous_car,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6166ef334de9e433e83bfb79,virus,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
6166ef334de9e433e83bfb79,human,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0
6166ef334de9e433e83bfb79,robot,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0
6166ef334de9e433e83bfb79,rock,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6166ef334de9e433e83bfb79,artificial_intelligence,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0
6166ef334de9e433e83bfb79,god,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6166ef334de9e433e83bfb79,computer,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,
60143a1a222eb43daf203877,chimpanzee,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60143a1a222eb43daf203877,jelly_fish,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60143a1a222eb43daf203877,autonomous_car,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60143a1a222eb43daf203877,virus,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
60143a1a222eb43daf203877,human,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
60143a1a222eb43daf203877,robot,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
60143a1a222eb43daf203877,rock,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
60143a1a222eb43daf203877,artificial_intelligence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
60143a1a222eb43daf203877,god,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
60143a1a222eb43daf203877,computer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
615ddcbe6b2ef828956206f5,chimpanzee,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
615ddcbe6b2ef828956206f5,jelly_fish,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
615ddcbe6b2ef828956206f5,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
615ddcbe6b2ef828956206f5,virus,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
615ddcbe6b2ef828956206f5,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
615ddcbe6b2ef828956206f5,robot,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
615ddcbe6b2ef828956206f5,rock,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
615ddcbe6b2ef828956206f5,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
615ddcbe6b2ef828956206f5,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
615ddcbe6b2ef828956206f5,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5fb4f660e7d1522e042020df,chimpanzee,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5fb4f660e7d1522e042020df,jelly_fish,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5fb4f660e7d1522e042020df,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5fb4f660e7d1522e042020df,virus,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
5fb4f660e7d1522e042020df,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
5fb4f660e7d1522e042020df,robot,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
5fb4f660e7d1522e042020df,rock,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
5fb4f660e7d1522e042020df,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
5fb4f660e7d1522e042020df,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
5fb4f660e7d1522e042020df,computer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
60ff113dd2eee15e8f4dfeee,chimpanzee,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
60ff113dd2eee15e8f4dfeee,jelly_fish,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
60ff113dd2eee15e8f4dfeee,autonomous_car,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0
60ff113dd2eee15e8f4dfeee,virus,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0
60ff113dd2eee15e8f4dfeee,human,1.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0
60ff113dd2eee15e8f4dfeee,robot,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0
60ff113dd2eee15e8f4dfeee,rock,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
60ff113dd2eee15e8f4dfeee,artificial_intelligence,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
60ff113dd2eee15e8f4dfeee,god,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,1.0
60ff113dd2eee15e8f4dfeee,computer,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,
613d398018d33fdb9701ed19,chimpanzee,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
613d398018d33fdb9701ed19,jelly_fish,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
613d398018d33fdb9701ed19,autonomous_car,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
613d398018d33fdb9701ed19,virus,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
613d398018d33fdb9701ed19,human,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
613d398018d33fdb9701ed19,robot,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
613d398018d33fdb9701ed19,rock,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
613d398018d33fdb9701ed19,artificial_intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
613d398018d33fdb9701ed19,god,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
